STA,Precip,MinTemp,MaxTemp
10001,5.588,21.11111111,27.22222222
10001,0,22.22222222,31.11111111
10001,0.254,22.22222222,29.44444444
10001,5.08,22.77777778,29.44444444
10001,2.032,20.55555556,28.88888889
10001,0,22.22222222,31.11111111
10001,T,22.22222222,30.55555556
10001,T,21.11111111,27.77777778
10001,0,21.11111111,30.55555556
10001,T,22.77777778,30
10001,25.654,22.22222222,27.22222222
10001,T,21.11111111,30.55555556
10001,T,22.22222222,30.55555556
10001,40.132,21.66666667,28.88888889
10001,T,22.22222222,30
10001,0.762,21.66666667,30
10001,T,22.22222222,29.44444444
10001,2.032,22.22222222,28.88888889
10001,0,22.22222222,30
10001,0,22.77777778,30.55555556
10001,T,22.22222222,30.55555556
10001,0,22.22222222,31.11111111
10001,0,22.22222222,31.11111111
10001,0,22.77777778,31.66666667
10001,0,22.22222222,31.11111111
10001,0,21.11111111,32.22222222
10001,0.508,21.66666667,31.66666667
10001,T,20.55555556,30.55555556
10001,0,23.33333333,31.11111111
10001,0,22.22222222,31.66666667
10001,0,22.22222222,31.11111111
10001,T,22.77777778,30.55555556
10001,0,22.22222222,31.66666667
10001,0,22.22222222,32.77777778
10001,0,23.33333333,31.66666667
10001,0,22.77777778,31.11111111
10001,0,22.77777778,31.66666667
10001,0,22.77777778,32.77777778
